property_category,property_type,district,price,area,price_per_sqm
жилая,апартаменты,САО,9284711,49.7,186678
жилая,комната,САО,2145006,18.3,117061
жилая,комната,САО,1651553,15.5,106803
жилая,комната,САО,2028554,16.1,125728
жилая,комната,САО,2010172,21.1,95391
жилая,комната,САО,1986420,16.0,124441
жилая,комната,САО,2232250,19.4,115152
жилая,комната,САО,1933029,14.7,131459
жилая,комната,САО,1440855,15.9,90619
жилая,комната,САО,2167493,17.1,126869
жилая,комната,САО,2139459,21.3,100281
жилая,комната,САО,1878098,17.8,105247
жилая,комната,САО,1907788,18.8,101675
жилая,комната,САО,2108427,18.0,117202
жилая,комната,САО,1862299,14.6,127823
жилая,комната,САО,2693940,20.4,132268
жилая,комната,САО,1873388,18.3,102212
жилая,комната,САО,1928530,18.8,102398
жилая,комната,САО,2351553,20.0,117706
жилая,комната,САО,2696797,20.1,134196
жилая,комната,САО,1378940,14.8,93302
жилая,комната,САО,1567921,14.3,109632
жилая,дом,САО,63828037,159.9,399107
жилая,дом,САО,61975042,213.5,290302
жилая,дом,САО,62616944,149.8,417905
жилая,дом,САО,55363659,193.1,286673
жилая,дом,САО,83753006,266.1,314734
жилая,дом,САО,76754671,207.1,370596
жилая,дом,САО,60999093,210.8,289429
жилая,дом,САО,42656192,155.2,274835
жилая,дом,САО,61840493,180.1,343378
жилая,дом,САО,39929484,159.8,249921
жилая,дом,САО,63513642,159.3,398597
жилая,дом,САО,65547603,202.9,323013
жилая,дом,САО,49386985,187.7,263113
жилая,дом,САО,34622641,139.8,247607
жилая,дом,САО,79486063,194.5,408659
жилая,дом,САО,88469871,236.3,374339
жилая,таунхаус,САО,37665338,133.6,281839
жилая,таунхаус,САО,17485940,80.2,218092
жилая,таунхаус,САО,30853191,112.0,275473
жилая,таунхаус,САО,20232764,88.0,229795
жилая,таунхаус,САО,28559259,107.2,266327
жилая,таунхаус,САО,29135275,106.1,274652
жилая,таунхаус,САО,25123916,78.8,318689
жилая,таунхаус,САО,15228913,76.4,199375
жилая,таунхаус,САО,34407992,106.9,321742
жилая,таунхаус,САО,30561201,113.3,269622
коммерческая,офис,САО,14195119,135.1,80000
коммерческая,офис,САО,21471210,268.0,80000
коммерческая,офис,САО,28533789,361.5,80000
коммерческая,офис,САО,17071195,161.0,80000
коммерческая,офис,САО,24332784,233.3,80000
коммерческая,офис,САО,20957662,244.1,79999
коммерческая,офис,САО,20753416,305.8,80000
коммерческая,офис,САО,25939033,289.3,80000
коммерческая,офис,САО,22693214,273.0,80000
коммерческая,офис,САО,34880406,309.0,80000
коммерческая,офис,САО,26363479,404.3,80000
коммерческая,офис,САО,19053735,202.8,80000
коммерческая,офис,САО,18940693,288.5,80000
коммерческая,офис,САО,27237093,328.6,80000
коммерческая,офис,САО,28664170,305.2,80000
коммерческая,офис,САО,11565071,172.1,80000
коммерческая,офис,САО,18951155,194.8,80000
коммерческая,офис,САО,19242982,233.3,80000
коммерческая,офис,САО,25975242,246.7,80000
коммерческая,офис,САО,18888666,268.0,80000
коммерческая,офис,САО,21147260,286.5,80000
коммерческая,торговое помещение,САО,41056324,244.0,120000
коммерческая,торговое помещение,САО,30102803,180.9,120000
коммерческая,торговое помещение,САО,24918790,175.1,120000
коммерческая,торговое помещение,САО,31051142,230.9,120000
коммерческая,торговое помещение,САО,19846188,132.0,120000
коммерческая,торговое помещение,САО,24002757,151.6,119999
коммерческая,торговое помещение,САО,27719469,219.0,120000
коммерческая,торговое помещение,САО,22228383,198.0,120000
коммерческая,торговое помещение,САО,21625220,162.5,120000
коммерческая,торговое помещение,САО,23073934,195.3,120000
коммерческая,торговое помещение,САО,24126384,160.7,120000
коммерческая,торговое помещение,САО,34964790,223.9,120000
коммерческая,торговое помещение,САО,24582035,159.2,120000
коммерческая,торговое помещение,САО,24342371,168.3,120000
коммерческая,торговое помещение,САО,22036558,132.2,120000
коммерческая,торговое помещение,САО,20351981,185.0,120000
коммерческая,склад,САО,49871073,1192.7,40000
коммерческая,склад,САО,39587631,946.2,40000
коммерческая,склад,САО,38739429,1173.2,40000
коммерческая,склад,САО,24485966,783.9,40000
коммерческая,склад,САО,48516499,1382.1,40000
коммерческая,склад,САО,50055110,931.7,40000
коммерческая,склад,САО,32324674,1005.9,40000
коммерческая,склад,САО,44319474,1076.4,40000
коммерческая,склад,САО,33369051,1073.0,40000
коммерческая,склад,САО,26628417,835.7,40000
коммерческая,производственное помещение,САО,33545208,474.9,50000
коммерческая,производственное помещение,САО,29366945,474.3,50000
коммерческая,производственное помещение,САО,48454051,952.6,50000
коммерческая,производственное помещение,САО,37500498,713.5,50000
коммерческая,производственное помещение,САО,43316225,943.7,50000
коммерческая,производственное помещение,САО,68353795,987.7,50000
коммерческая,производственное помещение,САО,41000445,826.0,50000
коммерческая,производственное помещение,САО,40062522,996.8,50000
коммерческая,готовый бизнес,САО,4210847,0.0,0
коммерческая,готовый бизнес,САО,7164361,0.0,0
коммерческая,готовый бизнес,САО,5134433,0.0,0
коммерческая,готовый бизнес,САО,6779156,0.0,0
коммерческая,готовый бизнес,САО,5127255,0.0,0
коммерческая,готовый бизнес,САО,8230620,0.0,0
коммерческая,готовый бизнес,САО,3640039,0.0,0
земля,участок,САО,3795480,532.6,7126
земля,участок,САО,5871660,1028.3,5710
земля,участок,САО,4531590,921.8,4915
земля,участок,САО,4087882,618.0,6615
земля,участок,САО,5877843,1110.5,5293
земля,участок,САО,7318783,1008.4,7258
земля,участок,САО,6570294,1226.9,5355
земля,участок,САО,7670447,1332.4,5756
земля,участок,САО,3811146,655.9,5810
земля,участок,САО,6964019,966.3,7206
прочая,гараж,САО,1034336,25.9,39879
прочая,гараж,САО,1195575,22.8,52530
прочая,гараж,САО,1141599,27.4,41638
прочая,гараж,САО,1171120,26.8,43694
прочая,гараж,САО,1112361,23.9,46633
прочая,гараж,САО,1161493,19.3,60109
прочая,гараж,САО,993564,24.3,40917
прочая,гараж,САО,1170043,18.2,64409
прочая,машиноместо,САО,499415,,0
прочая,машиноместо,САО,592890,,0
прочая,машиноместо,САО,604115,,0
прочая,машиноместо,САО,527347,,0
прочая,машиноместо,САО,518135,,0
прочая,машиноместо,САО,579189,,0
прочая,машиноместо,САО,522832,,0
жилая,квартира,СВАО,11655643,46.8,249303
жилая,квартира,СВАО,20589156,88.4,232854
жилая,квартира,СВАО,18111257,97.8,185094
жилая,квартира,СВАО,13985346,102.4,136555
жилая,квартира,СВАО,20102545,85.8,234234
жилая,квартира,СВАО,9107545,55.3,164824
жилая,квартира,СВАО,10289105,60.2,170966
жилая,квартира,СВАО,8745906,43.3,202091
жилая,квартира,СВАО,5390170,44.6,120820
жилая,квартира,СВАО,11099659,70.2,158172
жилая,квартира,СВАО,18227694,103.7,175822
жилая,квартира,СВАО,14356190,61.9,231752
жилая,квартира,СВАО,15757189,89.1,176910
жилая,квартира,СВАО,12227002,75.0,163010
жилая,квартира,СВАО,18293557,90.9,201291
жилая,квартира,СВАО,11533180,70.8,162883
жилая,квартира,СВАО,8773546,47.1,186150
жилая,квартира,СВАО,16134037,77.3,208756
жилая,квартира,СВАО,10637196,77.2,137749
жилая,квартира,СВАО,9154995,57.9,158022
жилая,квартира,СВАО,14251351,75.7,188285
жилая,квартира,СВАО,12525955,56.3,222422
жилая,квартира,СВАО,8712348,69.3,125665
жилая,квартира,СВАО,14858810,79.3,187358
жилая,квартира,СВАО,15814793,85.8,184285
жилая,квартира,СВАО,11143395,63.6,175122
жилая,квартира,СВАО,13666822,77.0,177457
жилая,квартира,СВАО,16759243,116.5,143868
жилая,квартира,СВАО,19993532,88.1,226820
жилая,квартира,СВАО,12042677,66.1,182261
жилая,квартира,СВАО,13385977,70.7,189390
жилая,квартира,СВАО,17428235,79.1,220272
жилая,квартира,СВАО,12856010,80.1,160558
жилая,квартира,СВАО,10529290,50.5,208455
жилая,квартира,СВАО,15317850,92.1,166390
жилая,квартира,СВАО,17923732,79.9,224328
жилая,квартира,СВАО,19527084,90.9,214770
жилая,квартира,СВАО,14948131,91.3,163814
жилая,квартира,СВАО,9935048,81.7,121541
жилая,квартира,СВАО,11140403,48.9,227688
жилая,квартира,СВАО,13470123,81.2,165792
жилая,квартира,СВАО,11462433,65.4,175354
жилая,квартира,СВАО,12193111,61.4,198458
жилая,квартира,СВАО,13725597,55.9,245345
жилая,квартира,СВАО,12276981,66.2,185562
жилая,квартира,СВАО,9222343,58.8,156818
жилая,квартира,СВАО,17202103,83.6,205739
жилая,квартира,СВАО,18355800,107.5,170815
жилая,квартира,СВАО,16591094,101.9,162744
жилая,квартира,СВАО,12062033,72.7,165991
жилая,квартира,СВАО,21753542,93.5,232782
жилая,квартира,СВАО,14159034,66.3,213513
жилая,квартира,СВАО,9851431,72.9,135052
жилая,квартира,СВАО,12358101,60.3,204883
жилая,квартира,СВАО,10178157,72.5,140358
жилая,квартира,СВАО,17420236,75.3,231254
жилая,квартира,СВАО,7251987,49.7,145945
жилая,квартира,СВАО,12805246,89.4,143236
жилая,квартира,СВАО,24030078,104.3,230396
жилая,квартира,СВАО,19050183,82.7,230456
жилая,квартира,СВАО,12918338,57.1,226357
жилая,квартира,СВАО,15706181,97.4,161327
жилая,квартира,СВАО,7854602,60.5,129759
жилая,квартира,СВАО,15249350,85.1,179095
жилая,квартира,СВАО,20801099,92.9,224009
жилая,квартира,СВАО,14933698,88.8,168180
жилая,квартира,СВАО,13485797,76.2,177043
жилая,квартира,СВАО,11994920,87.1,137779
жилая,квартира,СВАО,14016342,73.9,189756
жилая,квартира,СВАО,15737243,77.6,202830
жилая,квартира,СВАО,18996450,97.3,195162
жилая,квартира,СВАО,11347891,62.5,181476
жилая,квартира,СВАО,13126625,83.5,157117
жилая,квартира,СВАО,7687434,62.8,122417
жилая,квартира,СВАО,7451024,37.0,201290
жилая,квартира,СВАО,15887661,82.1,193539
жилая,квартира,СВАО,10094247,69.0,146391
жилая,квартира,СВАО,13884387,97.9,141765
жилая,квартира,СВАО,12845710,78.1,164441
жилая,квартира,СВАО,7527426,53.3,141337
жилая,квартира,СВАО,16406113,81.3,201864
жилая,квартира,СВАО,14804601,66.6,222257
жилая,квартира,СВАО,19876611,91.5,217183
жилая,квартира,СВАО,20654965,101.2,204098
жилая,квартира,СВАО,17064877,88.3,193182
жилая,квартира,СВАО,17728488,104.0,170417
жилая,квартира,СВАО,12545458,65.8,190694
жилая,квартира,СВАО,16011822,77.0,207988
жилая,квартира,СВАО,10618213,62.9,168742
жилая,квартира,СВАО,13865915,66.8,207643
жилая,квартира,СВАО,10035409,66.6,150702
жилая,квартира,СВАО,17270550,69.9,247005
жилая,квартира,СВАО,8170504,57.4,142280
жилая,квартира,СВАО,14283489,64.0,223243
жилая,квартира,СВАО,23266051,90.4,257501
жилая,квартира,СВАО,13394050,83.9,159555
жилая,квартира,СВАО,10738106,71.7,149722
жилая,квартира,СВАО,12495278,76.8,162711
жилая,квартира,СВАО,5409783,43.4,124605
жилая,квартира,СВАО,17445243,101.6,171785
жилая,квартира,СВАО,10374267,74.0,140122
жилая,квартира,СВАО,17582594,82.6,212835
жилая,квартира,СВАО,6849820,51.0,134215
жилая,квартира,СВАО,13845537,90.6,152815
жилая,квартира,СВАО,12008880,74.3,161673
жилая,квартира,СВАО,12005462,55.3,217029
жилая,квартира,СВАО,14664526,75.8,193545
жилая,квартира,СВАО,12817411,49.5,259105
жилая,квартира,СВАО,10790327,67.0,161059
жилая,квартира,СВАО,15313500,99.0,154701
жилая,квартира,СВАО,18363034,82.1,223580
жилая,квартира,СВАО,12940620,69.5,186178
жилая,квартира,СВАО,8726873,41.7,209038
жилая,квартира,СВАО,12506538,75.1,166546
жилая,квартира,СВАО,16543889,99.4,166374
жилая,квартира,СВАО,12418498,57.5,216090
жилая,квартира,СВАО,13365856,59.2,225658
жилая,квартира,СВАО,16978204,79.0,215041
жилая,квартира,СВАО,19019624,98.9,192279
жилая,квартира,СВАО,10097408,65.6,153833
жилая,апартаменты,СВАО,7879147,42.6,184852
жилая,апартаменты,СВАО,11292693,60.1,187927
жилая,апартаменты,СВАО,12316836,52.2,236083
жилая,апартаменты,СВАО,8114384,39.0,208134
жилая,апартаменты,СВАО,13362125,52.2,255959
жилая,апартаменты,СВАО,13545574,49.2,275321
жилая,апартаменты,СВАО,7029049,40.6,173169
жилая,апартаменты,СВАО,14339499,71.9,199329
жилая,апартаменты,СВАО,12146472,53.0,229293
жилая,апартаменты,СВАО,13173179,54.2,243074
жилая,апартаменты,СВАО,16608279,64.5,257386
жилая,апартаменты,СВАО,10848143,60.1,180569
жилая,апартаменты,СВАО,9810571,46.6,210305
жилая,апартаменты,СВАО,7645912,35.7,214285
жилая,апартаменты,СВАО,8044779,41.3,194835
жилая,апартаменты,СВАО,11404454,53.4,213715
жилая,апартаменты,СВАО,9211475,48.9,188497
жилая,апартаменты,СВАО,18506714,63.3,292179
жилая,апартаменты,СВАО,7465974,38.9,191737
жилая,апартаменты,СВАО,15238585,54.3,280514
жилая,апартаменты,СВАО,12799658,61.7,207342
жилая,апартаменты,СВАО,13129606,56.6,231835
жилая,апартаменты,СВАО,8464679,52.5,161212
жилая,апартаменты,СВАО,11432169,59.7,191483
жилая,апартаменты,СВАО,13566410,48.7,278606
жилая,апартаменты,СВАО,11689470,54.2,215596
жилая,апартаменты,СВАО,14923397,59.2,251938
жилая,апартаменты,СВАО,12528621,56.3,222446
жилая,апартаменты,СВАО,12942350,60.7,213215
жилая,апартаменты,СВАО,9440427,39.1,241392
жилая,комната,СВАО,1694662,15.1,112004
жилая,комната,СВАО,1504137,16.2,92581
жилая,комната,СВАО,1251808,14.0,89704
жилая,комната,СВАО,1718796,17.8,96705
жилая,комната,СВАО,1985673,17.7,112252
жилая,комната,СВАО,1155301,13.7,84147
жилая,комната,СВАО,1481730,14.6,101435
жилая,комната,СВАО,1585287,16.8,94531
жилая,комната,СВАО,1875421,16.4,114600
жилая,комната,СВАО,1931082,16.6,116634
жилая,комната,СВАО,2249106,19.3,116575
жилая,комната,СВАО,1765852,16.1,109765
жилая,комната,СВАО,2229876,18.6,120156
жилая,комната,СВАО,1496075,14.7,102023
жилая,комната,СВАО,2220919,20.6,107945
жилая,комната,СВАО,1404051,14.9,94332
жилая,комната,СВАО,2009229,17.6,114337
жилая,комната,СВАО,1865888,17.2,108622
жилая,комната,СВАО,2060420,18.4,112274
жилая,комната,СВАО,1699637,19.5,86972
жилая,дом,СВАО,66034975,174.4,378705
жилая,дом,СВАО,54393365,232.2,234240
жилая,дом,СВАО,50646787,192.7,262865
жилая,дом,СВАО,102206975,256.2,398873
жилая,дом,СВАО,63743459,175.6,363064
жилая,дом,СВАО,62405627,197.8,315564
жилая,дом,СВАО,57009608,199.7,285464
жилая,дом,СВАО,57441180,203.9,281776
жилая,дом,СВАО,56220318,228.8,245750
жилая,дом,СВАО,52026765,212.3,245060
жилая,дом,СВАО,38713905,181.8,212908
жилая,дом,СВАО,60091760,196.9,305239
жилая,дом,СВАО,65619098,159.3,411888
жилая,дом,СВАО,45317334,163.2,277602
жилая,дом,СВАО,52613258,191.4,274819
жилая,таунхаус,СВАО,19206871,86.2,222816
жилая,таунхаус,СВАО,22730806,102.6,221488
жилая,таунхаус,СВАО,37399279,105.4,354945
жилая,таунхаус,СВАО,32770516,103.4,316914
жилая,таунхаус,СВАО,37813764,131.2,288240
жилая,таунхаус,СВАО,34900713,113.7,306843
жилая,таунхаус,СВАО,28771098,132.4,217289
жилая,таунхаус,СВАО,27683510,92.6,299032
жилая,таунхаус,СВАО,21163656,79.9,264822
жилая,таунхаус,СВАО,23854631,103.2,231218
коммерческая,офис,СВАО,13686392,244.4,80000
коммерческая,офис,СВАО,19404050,314.1,80000
коммерческая,офис,СВАО,25484718,253.4,80000
коммерческая,офис,СВАО,21066468,261.4,80000
коммерческая,офис,СВАО,14013080,163.3,80000
коммерческая,офис,СВАО,17294206,299.7,80000
коммерческая,офис,СВАО,22774929,241.0,80000
коммерческая,офис,СВАО,11259625,127.3,80000
коммерческая,офис,СВАО,27036661,277.1,80000
коммерческая,офис,СВАО,21646334,273.3,80000
коммерческая,офис,СВАО,15862538,153.1,80000
коммерческая,офис,СВАО,20999664,372.8,80000
коммерческая,офис,СВАО,22512615,236.2,80000
коммерческая,офис,СВАО,13317024,237.7,80000
коммерческая,офис,СВАО,14501592,215.8,80000
коммерческая,офис,СВАО,23598638,310.4,80000
коммерческая,офис,СВАО,25102056,252.4,80000
коммерческая,офис,СВАО,16415184,268.5,80000
коммерческая,офис,СВАО,13962655,195.6,80000
коммерческая,офис,СВАО,14461864,233.7,80000
коммерческая,торговое помещение,СВАО,15979222,179.4,120000
коммерческая,торговое помещение,СВАО,20040084,223.6,120000
коммерческая,торговое помещение,СВАО,25447435,174.9,120000
коммерческая,торговое помещение,СВАО,20958421,150.3,119999
коммерческая,торговое помещение,СВАО,13091280,124.9,120000
коммерческая,торговое помещение,СВАО,11456839,93.0,120000
коммерческая,торговое помещение,СВАО,12098123,125.9,120000
коммерческая,торговое помещение,СВАО,10801106,76.4,120000
коммерческая,торговое помещение,СВАО,21282960,223.5,120000
коммерческая,торговое помещение,СВАО,18831685,169.4,120000
коммерческая,торговое помещение,СВАО,16673301,160.7,120000
коммерческая,торговое помещение,СВАО,15448156,159.4,119999
коммерческая,торговое помещение,СВАО,14969006,159.0,120000
коммерческая,торговое помещение,СВАО,27391436,177.1,120000
коммерческая,торговое помещение,СВАО,15164634,139.6,120000
коммерческая,склад,СВАО,37943839,1204.4,40000
коммерческая,склад,СВАО,62703802,1322.9,40000
коммерческая,склад,СВАО,31361548,882.7,40000
коммерческая,склад,СВАО,46338032,1468.1,40000
коммерческая,склад,СВАО,43499682,1170.3,40000
коммерческая,склад,СВАО,31786262,943.2,40000
коммерческая,склад,СВАО,26116031,615.6,40000
коммерческая,склад,СВАО,71420181,1494.9,40000
коммерческая,склад,СВАО,28152588,596.2,40000
коммерческая,склад,СВАО,57899993,1303.7,40000
коммерческая,производственное помещение,СВАО,43553155,817.2,50000
коммерческая,производственное помещение,СВАО,20588929,550.2,50000
коммерческая,производственное помещение,СВАО,25592521,679.0,50000
коммерческая,производственное помещение,СВАО,37160114,840.1,50000
коммерческая,производственное помещение,СВАО,74350968,1208.3,50000
коммерческая,производственное помещение,СВАО,56109201,1373.1,50000
коммерческая,производственное помещение,СВАО,30631172,530.0,50000
коммерческая,производственное помещение,СВАО,46884396,820.5,50000
коммерческая,готовый бизнес,СВАО,2217714,0.0,0
коммерческая,готовый бизнес,СВАО,5951363,0.0,0
коммерческая,готовый бизнес,СВАО,757084,0.0,0
коммерческая,готовый бизнес,СВАО,6880405,0.0,0
коммерческая,готовый бизнес,СВАО,4957061,0.0,0
коммерческая,готовый бизнес,СВАО,7033380,0.0,0
коммерческая,готовый бизнес,СВАО,3658873,0.0,0
земля,участок,СВАО,4189504,670.7,6246
земля,участок,СВАО,6352192,1252.7,5070
земля,участок,СВАО,3343098,535.1,6248
земля,участок,СВАО,5151422,913.8,5637
земля,участок,СВАО,4042962,647.3,6245
земля,участок,СВАО,3175225,582.8,5447
земля,участок,СВАО,3974123,593.7,6693
земля,участок,СВАО,1092930,196.0,5575
земля,участок,СВАО,3008898,563.4,5340
земля,участок,СВАО,4360957,997.9,4370
прочая,гараж,СВАО,941196,15.3,61638
прочая,гараж,СВАО,900188,28.8,31277
прочая,гараж,СВАО,907853,21.3,42530
прочая,гараж,СВАО,1095456,18.3,59942
прочая,гараж,СВАО,948470,22.3,42588
прочая,гараж,СВАО,1032662,18.4,56008
прочая,гараж,СВАО,1067819,16.6,64332
прочая,гараж,СВАО,1010132,26.7,37858
прочая,машиноместо,СВАО,465314,,0
прочая,машиноместо,СВАО,522811,,0
прочая,машиноместо,СВАО,510025,,0
прочая,машиноместо,СВАО,523125,,0
прочая,машиноместо,СВАО,526974,,0
прочая,машиноместо,СВАО,547541,,0
прочая,машиноместо,СВАО,507356,,0
жилая,квартира,ВАО,10470651,93.7,111695
жилая,квартира,ВАО,16431710,90.1,182331
жилая,квартира,ВАО,14761874,66.0,223511
жилая,квартира,ВАО,12870535,87.8,146587
жилая,квартира,ВАО,12722449,83.1,153163
жилая,квартира,ВАО,9559946,56.9,168080
жилая,квартира,ВАО,18533345,107.8,171984
жилая,квартира,ВАО,18898408,84.5,223776
жилая,квартира,ВАО,13273069,64.0,207309
жилая,квартира,ВАО,12556837,80.0,156963
жилая,квартира,ВАО,8191746,65.9,124349
жилая,квартира,ВАО,22861979,112.3,203625
жилая,квартира,ВАО,11221253,69.0,162527
жилая,квартира,ВАО,12256773,76.2,160945
жилая,квартира,ВАО,11831871,83.5,141662
жилая,квартира,ВАО,14108947,71.3,197993
жилая,квартира,ВАО,9332436,78.6,118668
жилая,квартира,ВАО,10965922,67.2,163252
жилая,квартира,ВАО,19822506,103.9,190873
жилая,квартира,ВАО,10348529,81.7,126738
жилая,квартира,ВАО,6506937,44.0,147805
жилая,квартира,ВАО,9405825,74.6,126161
жилая,квартира,ВАО,17383886,99.7,174448
жилая,квартира,ВАО,19414790,110.9,175126
жилая,квартира,ВАО,5015595,34.4,145657
жилая,квартира,ВАО,12606363,64.3,196134
жилая,квартира,ВАО,8609754,60.2,142959
жилая,квартира,ВАО,14716863,92.7,158821
жилая,квартира,ВАО,8891793,67.2,132250
жилая,квартира,ВАО,16417630,100.3,163736
жилая,квартира,ВАО,10769852,64.8,166149
жилая,квартира,ВАО,18176901,78.3,232259
жилая,квартира,ВАО,14046104,99.0,141911
жилая,квартира,ВАО,9875351,64.1,154133
жилая,квартира,ВАО,11409117,62.9,181502
жилая,квартира,ВАО,12419165,88.1,140959
жилая,квартира,ВАО,6423226,50.8,126536
жилая,квартира,ВАО,15336562,77.9,196904
жилая,квартира,ВАО,13419894,73.4,182745
жилая,квартира,ВАО,14301244,78.5,182112
жилая,квартира,ВАО,9572129,59.7,160324
жилая,квартира,ВАО,15216447,67.5,225491
жилая,квартира,ВАО,14051578,86.2,162919
жилая,квартира,ВАО,10673989,69.1,154565
жилая,квартира,ВАО,11249854,77.8,144525
жилая,квартира,ВАО,11858974,61.3,193502
жилая,квартира,ВАО,7338463,51.9,141297
жилая,квартира,ВАО,14227014,73.6,193288
жилая,квартира,ВАО,10700521,69.2,154688
жилая,квартира,ВАО,10974911,68.9,159312
жилая,квартира,ВАО,14749472,94.7,155802
жилая,квартира,ВАО,15582817,76.2,204508
жилая,квартира,ВАО,12202596,92.1,132502
жилая,квартира,ВАО,11375287,77.5,146767
жилая,квартира,ВАО,13384844,73.3,182609
жилая,квартира,ВАО,16420697,90.3,181915
жилая,квартира,ВАО,12412042,83.9,147881
жилая,квартира,ВАО,12972391,72.6,178740
жилая,квартира,ВАО,15312819,95.3,160737
жилая,квартира,ВАО,14087719,93.2,151184
жилая,квартира,ВАО,14897690,72.0,206927
жилая,квартира,ВАО,9652859,64.9,148834
жилая,квартира,ВАО,14935151,98.4,151808
жилая,квартира,ВАО,9015717,62.4,144503
жилая,квартира,ВАО,12113704,71.4,169755
жилая,квартира,ВАО,6402167,57.6,111099
жилая,квартира,ВАО,10383905,89.4,116194
жилая,квартира,ВАО,18993633,100.3,189433
жилая,квартира,ВАО,9950072,64.0,155537
жилая,квартира,ВАО,13123712,70.8,185433
жилая,квартира,ВАО,13025417,74.2,175636
жилая,квартира,ВАО,14291245,78.8,181261
жилая,квартира,ВАО,15528387,80.7,192374
жилая,квартира,ВАО,8255533,39.6,208262
жилая,квартира,ВАО,11961387,67.3,177789
жилая,квартира,ВАО,8744749,63.5,137684
жилая,квартира,ВАО,12297936,89.9,136868
жилая,квартира,ВАО,8692447,78.3,110948
жилая,квартира,ВАО,9301856,75.2,123707
жилая,квартира,ВАО,11474739,92.2,124464
жилая,квартира,ВАО,8752834,70.5,124084
жилая,квартира,ВАО,11369266,72.7,156369
жилая,квартира,ВАО,13979824,67.7,206382
жилая,квартира,ВАО,8596400,55.1,156121
жилая,квартира,ВАО,18936690,102.2,185288
жилая,квартира,ВАО,8195367,60.4,135645
жилая,квартира,ВАО,11748490,67.8,173233
жилая,квартира,ВАО,6060825,55.4,109463
жилая,квартира,ВАО,10632963,80.9,131373
жилая,квартира,ВАО,8281833,49.4,167722
жилая,квартира,ВАО,16623766,91.5,181760
жилая,квартира,ВАО,12942220,75.2,172188
жилая,квартира,ВАО,14057486,78.7,178723
жилая,квартира,ВАО,10503544,64.9,161934
жилая,квартира,ВАО,8620877,76.7,112458
жилая,квартира,ВАО,14137553,71.9,196569
жилая,квартира,ВАО,8054320,62.1,129600
жилая,квартира,ВАО,10079431,72.6,138826
жилая,квартира,ВАО,10701230,75.7,141396
жилая,квартира,ВАО,13216213,69.9,189042
жилая,квартира,ВАО,12564608,79.9,157319
жилая,квартира,ВАО,10605811,57.4,184900
жилая,квартира,ВАО,10531419,74.9,140575
жилая,квартира,ВАО,14882040,78.7,189186
жилая,квартира,ВАО,12835098,79.1,162164
жилая,квартира,ВАО,12710210,94.3,134785
жилая,квартира,ВАО,8801013,51.6,170712
жилая,квартира,ВАО,11123798,73.7,150876
жилая,квартира,ВАО,7188102,47.4,151738
жилая,квартира,ВАО,9892835,63.6,155529
жилая,квартира,ВАО,13298731,77.5,171675
жилая,квартира,ВАО,15292702,76.1,201012
жилая,квартира,ВАО,15732702,78.1,201332
жилая,квартира,ВАО,12741605,99.5,128090
жилая,квартира,ВАО,9519775,73.6,129301
жилая,квартира,ВАО,16094591,69.3,232295
жилая,апартаменты,ВАО,13145472,59.5,221072
жилая,апартаменты,ВАО,5761530,35.2,163690
жилая,апартаменты,ВАО,9733020,42.2,230520
жилая,апартаменты,ВАО,6570554,38.1,172560
жилая,апартаменты,ВАО,4825272,34.0,142058
жилая,апартаменты,ВАО,6743772,40.4,166960
жилая,апартаменты,ВАО,12265566,63.1,194297
жилая,апартаменты,ВАО,7343544,54.9,133753
жилая,апартаменты,ВАО,13780344,66.3,207742
жилая,апартаменты,ВАО,10673552,51.2,208364
жилая,апартаменты,ВАО,15197937,63.6,239109
жилая,апартаменты,ВАО,10306513,49.0,210353
жилая,апартаменты,ВАО,11074353,48.6,227787
жилая,апартаменты,ВАО,9493512,47.1,201410
жилая,апартаменты,ВАО,8139990,46.7,174211
жилая,апартаменты,ВАО,9907047,42.1,235456
жилая,апартаменты,ВАО,13668467,57.0,239651
жилая,апартаменты,ВАО,14187135,65.3,217313
жилая,апартаменты,ВАО,8075154,53.9,149772
жилая,апартаменты,ВАО,8331985,36.7,226890
жилая,апартаменты,ВАО,10779166,45.5,236851
жилая,апартаменты,ВАО,12358293,48.2,256230
жилая,апартаменты,ВАО,12914658,58.7,219839
жилая,апартаменты,ВАО,10801369,56.4,191617
жилая,апартаменты,ВАО,5613459,33.6,167139
жилая,апартаменты,ВАО,9219186,54.1,170535
жилая,апартаменты,ВАО,6728907,46.5,144689
жилая,апартаменты,ВАО,6336953,34.5,183791
жилая,апартаменты,ВАО,6436127,33.8,190222
жилая,комната,ВАО,1585820,14.8,107506
жилая,комната,ВАО,1814355,17.2,105302
жилая,комната,ВАО,1630127,16.0,101930
жилая,комната,ВАО,1886340,18.3,103108
жилая,комната,ВАО,1599433,16.5,97084
жилая,комната,ВАО,1895355,18.2,104076
жилая,комната,ВАО,1999274,22.1,90271
жилая,комната,ВАО,1852945,20.0,92854
жилая,комната,ВАО,1356010,17.7,76430
жилая,комната,ВАО,1492330,16.7,89413
жилая,комната,ВАО,1448528,18.5,78339
жилая,комната,ВАО,1282818,13.0,98837
жилая,комната,ВАО,1255569,16.2,77270
жилая,комната,ВАО,1465074,18.6,78783
жилая,комната,ВАО,1603304,17.7,90597
жилая,комната,ВАО,1557597,20.1,77358
жилая,комната,ВАО,2048142,19.7,103850
жилая,комната,ВАО,1774577,18.4,96428
